"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"464",2020-10-23,"ID","A",553,509,7,44,2363,2363,193,36,524,54,313067,2110,NA,NA,NA,NA,NA,56600,49981,950,0,NA,NA,NA,NA,NA,27221,NA,0,363048,2863,NA,NA,NA,NA,363048,2863,487896,12467
"465",2020-10-23,"IL","A",9688,9418,41,270,NA,NA,2498,0,NA,511,6749305,78382,NA,NA,NA,NA,197,368746,364033,5000,0,NA,NA,NA,NA,NA,NA,NA,0,7118051,83382,NA,NA,NA,NA,NA,0,7113338,82256
"466",2020-10-23,"IN","A+",4092,3858,27,234,15498,15498,1548,194,3049,433,1447883,8764,NA,NA,NA,NA,152,157713,NA,2467,0,NA,NA,NA,NA,153266,112914,NA,0,2642522,31257,NA,NA,NA,NA,1605596,11231,2642522,31257
"467",2020-10-23,"KS","A+",975,NA,23,NA,3584,3584,403,78,1001,2,540032,8979,NA,NA,NA,309,41,76230,NA,1774,0,NA,NA,NA,NA,NA,2518,NA,0,616262,10753,NA,NA,NA,NA,616262,10753,NA,0
"468",2020-10-23,"KY","B",1396,1378,16,18,6816,6816,819,55,1669,205,1683456,17703,NA,NA,NA,NA,NA,93748,79275,1449,0,NA,NA,NA,NA,NA,17722,NA,0,1762731,18728,82113,42676,NA,NA,NA,0,1762731,18728
"469",2020-10-23,"LA","A",5820,5614,21,206,NA,NA,620,0,NA,NA,2488635,19379,NA,NA,NA,NA,65,182603,178870,699,0,NA,NA,NA,NA,NA,165282,NA,0,2671238,20078,NA,NA,NA,NA,2667505,20078,NA,0
"470",2020-10-23,"MA","A+",9830,9608,20,222,13106,13106,570,24,NA,125,2451079,14793,NA,NA,NA,NA,43,148285,144895,1070,0,NA,NA,NA,NA,188566,122856,NA,0,5515148,74082,NA,NA,125399,171903,2595974,15761,5515148,74082
"471",2020-10-23,"MD","A",4078,3932,8,146,16650,16650,458,47,NA,122,1716603,11227,NA,131954,NA,NA,NA,138691,138691,712,0,NA,NA,13261,NA,167025,8030,NA,0,3201774,32472,NA,NA,145215,NA,1855294,11939,3201774,32472
"472",2020-10-23,"ME","A+",146,145,0,1,473,473,8,0,NA,0,568188,6870,10065,NA,566501,NA,0,6095,5442,31,0,348,NA,NA,NA,6797,5307,NA,0,574283,6901,10425,NA,NA,NA,NA,0,573630,6901
"473",2020-10-23,"MI","A+",7484,7147,20,337,NA,NA,1182,0,NA,273,4353764,54977,NA,NA,4353764,NA,121,172122,154688,2046,0,NA,NA,NA,NA,211305,109539,NA,0,4525886,57023,318590,NA,NA,NA,NA,0,4565069,58181
"474",2020-10-23,"MN","A",2314,2302,13,12,9338,9338,584,112,2510,163,1604382,9637,NA,NA,NA,NA,NA,129863,129511,1711,0,NA,NA,NA,NA,NA,114679,2590925,26434,2590925,26434,NA,23199,NA,NA,1733893,11320,NA,0
"475",2020-10-23,"MO","A+",2688,NA,31,NA,NA,NA,1349,0,NA,215,1274782,5033,80126,71709,2170868,NA,172,164534,164534,1811,0,5130,5614,3618,NA,188511,NA,NA,0,2363811,17321,85454,28459,81713,21837,1439316,6844,2363811,17321
"476",2020-10-23,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15723,0,NA,NA,NA,NA,NA,88,88,0,0,NA,NA,NA,NA,NA,29,NA,0,15811,0,NA,NA,NA,NA,15811,0,22212,0
"477",2020-10-23,"MS","A+",3238,2932,7,306,6380,6380,701,0,NA,158,729544,0,NA,NA,NA,NA,70,113876,100939,795,0,95,NA,NA,NA,NA,97675,NA,0,843420,795,41053,72982,NA,NA,NA,0,827497,0
"478",2020-10-23,"MT","C",282,NA,4,NA,1170,1170,351,79,NA,NA,434497,7291,NA,NA,NA,NA,NA,26503,26503,863,0,NA,NA,NA,NA,NA,16611,NA,0,461000,8154,NA,NA,NA,NA,NA,0,461000,8154
"479",2020-10-23,"NC","A+",4114,4058,32,56,NA,NA,1181,0,NA,325,3507607,32924,NA,NA,NA,NA,NA,255708,246346,2716,0,NA,NA,NA,NA,NA,218541,NA,0,3763315,35640,NA,19839,NA,NA,NA,0,3753953,35347
"480",2020-10-23,"ND","B",345,340,7,5,1388,1388,282,37,286,44,243763,1123,9962,NA,NA,NA,NA,35939,35939,887,0,590,NA,NA,NA,NA,29136,768409,8091,768409,8091,10552,NA,NA,NA,279702,2010,799305,8567
"481",2020-10-23,"NE","A",587,NA,11,NA,2783,2783,389,42,NA,NA,498023,3792,NA,NA,773277,NA,NA,61285,61285,977,0,NA,NA,NA,NA,72815,40494,NA,0,847269,10467,NA,NA,NA,NA,559625,4768,847269,10467
"482",2020-10-23,"NH","B",471,NA,1,NA,765,765,15,0,246,NA,316039,2860,NA,NA,NA,NA,NA,10112,10112,118,0,NA,NA,NA,NA,NA,8745,NA,0,567595,6563,32765,NA,31919,NA,326151,2978,567595,6563
"483",2020-10-23,"NJ","B",16273,14484,10,1789,37222,37222,874,12705,NA,212,4112555,39328,NA,NA,NA,NA,73,225430,225430,1045,0,NA,NA,NA,NA,NA,36317,NA,0,4337985,40373,NA,NA,NA,NA,NA,0,4337985,40373
"484",2020-10-23,"NM","B",960,NA,7,NA,4169,4169,229,41,NA,NA,1059316,9543,NA,NA,NA,NA,NA,40168,40168,791,0,NA,NA,NA,NA,NA,20655,NA,0,1099484,10334,NA,NA,NA,NA,NA,0,1099484,10334
"485",2020-10-23,"NV","A+",1738,NA,2,NA,NA,NA,493,0,NA,134,686981,5739,NA,NA,NA,NA,51,93666,93666,813,0,NA,NA,NA,NA,NA,NA,1185069,9655,1185069,9655,NA,NA,NA,NA,780647,6552,1154583,0
"486",2020-10-23,"NY","B",25705,NA,11,NA,89995,89995,1023,0,NA,223,12982582,139871,NA,NA,NA,NA,109,491771,491771,1637,0,NA,NA,NA,NA,NA,78854,13474353,141508,13474353,141508,NA,NA,NA,NA,NA,0,NA,0
"487",2020-10-23,"OH","A+",5184,4874,23,310,17866,17866,1347,184,3682,370,3908445,43750,NA,NA,NA,NA,195,192948,181869,2518,0,NA,NA,NA,NA,NA,156421,NA,0,4101393,46268,NA,NA,NA,NA,NA,0,4090314,46195
"488",2020-10-23,"OK","A+",1234,NA,13,NA,8265,8265,956,95,NA,313,1397696,19091,NA,NA,1397696,NA,NA,113856,113856,1373,0,4635,NA,NA,NA,125427,97490,NA,0,1511552,20464,85717,NA,NA,NA,NA,0,1525561,21493
"489",2020-10-23,"OR","A+",649,NA,3,NA,3034,3034,197,29,NA,53,773853,8662,NA,NA,773853,NA,21,41348,39261,538,0,NA,NA,NA,NA,NA,5870,NA,0,815201,9200,NA,NA,NA,NA,813114,9182,NA,0
"490",2020-10-23,"PA","A+",8625,NA,33,NA,NA,NA,1068,0,NA,NA,2200868,15789,NA,NA,NA,NA,122,190579,182436,2219,0,NA,NA,NA,NA,NA,148651,NA,0,2391447,18008,NA,NA,NA,NA,2383304,17742,3756101,41676
"491",2020-10-23,"PR","B",791,602,8,189,NA,NA,381,0,NA,51,305972,0,NA,NA,303412,NA,39,30956,30956,1152,0,30028,NA,NA,NA,7002,26430,NA,0,336928,1152,NA,NA,NA,NA,NA,0,310546,0
"492",2020-10-23,"RI","A+",1177,NA,4,NA,3126,3126,140,10,NA,13,382732,4024,NA,NA,994022,NA,9,30118,30118,524,0,NA,NA,NA,NA,40550,2602,1034572,18852,1034572,18852,NA,NA,NA,NA,412850,4548,NA,0
"493",2020-10-23,"SC","A+",3777,3545,22,232,10161,10161,718,59,NA,191,1498952,17086,69440,NA,1449305,NA,96,168549,161235,1064,0,8423,14993,NA,NA,210882,85420,NA,0,1667501,18150,77863,95199,NA,NA,NA,0,1660187,17937
"494",2020-10-23,"SD","A",356,NA,9,NA,2336,2336,349,59,NA,NA,203800,1371,NA,NA,NA,NA,NA,37202,36109,1185,0,NA,NA,NA,NA,NA,26984,NA,0,241002,2556,NA,NA,NA,NA,241002,2556,391909,6762
"495",2020-10-23,"TN","A+",3076,2923,65,153,9882,9882,1426,80,NA,414,3236982,38555,NA,NA,3189241,NA,164,241513,228930,3606,0,NA,11734,NA,NA,276671,214634,NA,0,3478495,42161,NA,85642,NA,NA,NA,0,3465912,41827
"496",2020-10-23,"TX","A",17375,NA,89,NA,NA,NA,5065,0,NA,1511,6760014,72397,NA,NA,NA,NA,NA,851572,851572,6472,0,43966,22894,NA,NA,NA,748252,NA,0,7611586,78869,462309,264549,NA,NA,NA,0,7611586,78869
"497",2020-10-23,"UT","A+",567,NA,4,NA,4939,4939,321,59,1056,109,882628,6051,NA,NA,1197212,415,NA,101509,101509,1960,0,NA,4116,NA,3932,108159,74688,NA,0,1305371,12352,NA,70201,NA,32781,979959,7527,1305371,12352
"498",2020-10-23,"VA","A+",3539,3293,15,246,20418,20418,1012,-12,NA,233,2312057,19419,NA,NA,NA,NA,113,171284,160004,1180,0,NA,NA,NA,NA,190579,19406,2472061,20363,2472061,20363,NA,NA,NA,NA,NA,0,NA,0
"499",2020-10-23,"VI","D",21,21,0,NA,NA,NA,NA,0,NA,NA,22089,178,NA,NA,NA,NA,NA,1346,NA,3,0,NA,NA,NA,NA,NA,1305,NA,0,23435,181,NA,NA,NA,NA,NA,0,23463,175
"500",2020-10-23,"VT","B",58,58,0,NA,NA,NA,3,0,NA,NA,180927,1237,NA,NA,NA,NA,NA,2016,2016,29,0,NA,NA,NA,NA,NA,1723,NA,0,376997,9007,NA,NA,NA,NA,182943,1266,376997,9007
"501",2020-10-23,"WA","B",2289,2289,3,NA,8183,8183,321,34,NA,NA,2195750,19171,NA,NA,NA,NA,49,100525,100525,651,0,NA,NA,NA,NA,NA,NA,2296275,19822,2296275,19822,NA,NA,NA,NA,NA,0,NA,0
"502",2020-10-23,"WI","A+",1774,1745,49,29,10038,10038,1245,183,1396,332,1744072,13426,NA,NA,NA,NA,NA,200466,190478,4643,0,NA,NA,NA,NA,NA,149534,3005516,40443,3005516,40443,NA,NA,NA,NA,1934550,17804,NA,0
"503",2020-10-23,"WV","B",422,418,4,4,NA,NA,193,0,NA,68,688965,4871,NA,NA,NA,NA,18,21392,20191,335,0,NA,NA,NA,NA,NA,16368,NA,0,710357,5206,18890,NA,NA,NA,NA,0,709156,5155
"504",2020-10-23,"WY","B",68,NA,0,NA,392,392,83,19,NA,NA,113686,1864,NA,NA,246262,NA,NA,10545,8918,426,0,NA,NA,NA,NA,11559,7357,NA,0,257821,3927,NA,NA,NA,NA,122604,2477,257821,3927
"505",2020-10-22,"AK","A",68,68,0,NA,401,401,41,6,NA,NA,536790,1330,NA,NA,537045,NA,5,11919,NA,239,0,NA,NA,NA,NA,11348,6812,NA,0,548709,1569,NA,NA,NA,NA,NA,0,548709,1569
"506",2020-10-22,"AL","A",2843,2660,38,183,19448,19448,864,118,1985,NA,1125753,5246,NA,NA,NA,1137,NA,177064,154942,2536,0,NA,NA,NA,NA,NA,74439,NA,0,1280695,7172,NA,NA,62257,NA,NA,0,1280695,7172
"507",2020-10-22,"AR","A+",1772,1616,21,156,6526,6526,603,0,NA,236,1159242,11889,NA,NA,1159242,796,91,102798,96292,1202,0,NA,3300,NA,7231,NA,92288,NA,0,1255534,12782,NA,21856,NA,42624,NA,0,1255534,12782
"508",2020-10-22,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"509",2020-10-22,"AZ","A+",5859,5573,5,286,20938,20938,848,118,NA,164,1438997,10205,NA,NA,NA,NA,92,234906,229565,994,0,NA,NA,NA,NA,NA,39089,NA,0,1668562,11173,311019,NA,NA,NA,1668562,11173,NA,0
"510",2020-10-22,"CA","B",17189,NA,162,NA,NA,NA,3051,0,NA,758,16478046,62691,NA,NA,NA,NA,NA,880724,880724,2940,0,NA,NA,NA,NA,NA,NA,NA,0,17358770,65631,NA,NA,NA,NA,NA,0,17358770,65631
"511",2020-10-22,"CO","A",2070,NA,4,NA,8478,8478,547,98,NA,NA,1029978,8584,165942,NA,NA,NA,NA,90222,83821,1373,0,12684,NA,NA,NA,NA,7394,1764648,22065,1764648,22065,178626,NA,NA,NA,1113799,9847,NA,0
"512",2020-10-22,"CT","B",4569,3667,2,902,12257,12257,232,214,NA,NA,2026890,21635,NA,NA,NA,NA,NA,65373,62743,502,0,NA,NA,NA,NA,NA,9800,NA,0,2092263,22137,NA,NA,NA,NA,NA,0,2089633,22117
"513",2020-10-22,"DC","A+",642,NA,0,NA,NA,NA,95,0,NA,23,462898,2953,NA,NA,NA,NA,9,16537,NA,39,0,NA,NA,NA,NA,NA,12979,479435,2992,479435,2992,NA,NA,NA,NA,245551,1370,NA,0
"514",2020-10-22,"DE","A+",670,589,0,81,NA,NA,110,0,NA,25,309531,1426,NA,NA,NA,NA,NA,23528,22412,153,0,NA,NA,NA,NA,25757,12410,520241,1483,520241,1483,NA,NA,NA,NA,333059,1579,NA,0
"515",2020-10-22,"FL","A",16470,16470,162,NA,48320,48320,2074,425,NA,NA,5053848,46290,487730,475588,7420252,NA,NA,758306,731460,5461,0,51923,NA,50676,NA,988033,NA,9318880,97356,9318880,97356,539844,NA,526404,NA,5806641,42812,8453122,68685
"516",2020-10-22,"GA","A",7729,NA,25,NA,30829,30829,1699,153,5774,NA,3021999,27434,NA,NA,3043983,NA,NA,345535,345535,1785,0,28346,NA,NA,NA,323551,NA,NA,0,3367534,29219,321823,NA,NA,NA,NA,0,3367534,29219
"517",2020-10-22,"GU","A",69,NA,0,NA,NA,NA,78,0,NA,15,58231,956,NA,NA,NA,NA,7,4056,4037,88,0,6,19,NA,NA,NA,2471,NA,0,62287,1044,203,287,NA,NA,NA,0,61998,798
"518",2020-10-22,"HI","B",203,NA,14,NA,1033,1033,75,8,NA,18,295153,0,NA,NA,NA,NA,15,14427,14233,77,0,NA,NA,NA,NA,14180,11188,487311,4329,487311,4329,NA,NA,NA,NA,308090,0,NA,0
"519",2020-10-22,"IA","A+",1601,NA,17,NA,NA,NA,530,0,NA,135,742645,4293,NA,61217,NA,NA,53,105625,105625,1435,0,NA,NA,3725,5801,NA,85697,NA,0,848270,5728,NA,NA,64981,70128,849925,5731,NA,0
"520",2020-10-22,"ID","A",546,503,11,43,2327,2327,193,50,514,54,310957,1648,NA,NA,NA,NA,NA,55650,49228,987,0,NA,NA,NA,NA,NA,26916,NA,0,360185,2352,NA,NA,NA,NA,360185,2352,475429,3729
"521",2020-10-22,"IL","A",9647,9387,42,260,NA,NA,2463,0,NA,525,6670923,76035,NA,NA,NA,NA,212,363746,360159,4942,0,NA,NA,NA,NA,NA,NA,NA,0,7034669,80977,NA,NA,NA,NA,NA,0,7031082,80977
"522",2020-10-22,"IN","A+",4065,3831,42,234,15304,15304,1515,141,3006,433,1439119,10406,NA,NA,NA,NA,143,155246,NA,2850,0,NA,NA,NA,NA,150959,111792,NA,0,2611265,36465,NA,NA,NA,NA,1594365,13256,2611265,36465
"523",2020-10-22,"KS","A+",952,NA,0,NA,3506,3506,329,0,975,1,531053,0,NA,NA,NA,299,45,74456,NA,0,0,NA,NA,NA,NA,NA,2485,NA,0,605509,0,NA,NA,NA,NA,605509,0,NA,0
"524",2020-10-22,"KY","B",1380,1363,17,17,6761,6761,800,40,1658,214,1665753,28111,NA,NA,NA,NA,NA,92299,78250,1303,0,NA,NA,NA,NA,NA,17627,NA,0,1744003,29128,81974,42157,NA,NA,NA,0,1744003,29128
"525",2020-10-22,"LA","A",5799,5593,9,206,NA,NA,598,0,NA,NA,2469256,18984,NA,NA,NA,NA,64,181904,178171,772,0,NA,NA,NA,NA,NA,165282,NA,0,2651160,19756,NA,NA,NA,NA,2647427,19756,NA,0
"526",2020-10-22,"MA","A+",9810,9589,30,221,13082,13082,521,26,NA,103,2436286,16980,NA,NA,NA,NA,38,147215,143927,1049,0,NA,NA,NA,NA,187420,122856,NA,0,5441066,74672,NA,NA,125118,169922,2580213,17966,5441066,74672
"527",2020-10-22,"MD","A",4070,3924,12,146,16603,16603,458,54,NA,125,1705376,10605,NA,131954,NA,NA,NA,137979,137979,743,0,NA,NA,13261,NA,166166,7999,NA,0,3169302,30427,NA,NA,145215,NA,1843355,11348,3169302,30427
"528",2020-10-22,"ME","A+",146,145,0,1,473,473,7,3,NA,0,561318,6535,10051,NA,559643,NA,0,6064,5411,37,0,347,NA,NA,NA,6758,5269,NA,0,567382,6572,10410,NA,NA,NA,NA,0,566729,6565
"529",2020-10-22,"MI","A+",7464,7129,46,335,NA,NA,1182,0,NA,273,4298787,45828,NA,NA,4298787,NA,112,170076,152862,2204,0,NA,NA,NA,NA,208101,109539,NA,0,4468863,48032,317645,NA,NA,NA,NA,0,4506888,48224
"530",2020-10-22,"MN","A",2301,2289,20,12,9226,9226,584,79,2485,154,1594745,12822,NA,NA,NA,NA,NA,128152,127828,1561,0,NA,NA,NA,NA,NA,113976,2564491,25115,2564491,25115,NA,22777,NA,NA,1722573,14388,NA,0
"531",2020-10-22,"MO","A+",2657,NA,16,NA,NA,NA,1352,0,NA,240,1269749,22744,79963,71709,2155560,NA,163,162723,162723,1854,0,5082,5432,3618,NA,186526,NA,NA,0,2346490,19622,85243,27656,81519,21494,1432472,24598,2346490,19622
"532",2020-10-22,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15723,0,NA,NA,NA,NA,NA,88,88,0,0,NA,NA,NA,NA,NA,29,NA,0,15811,0,NA,NA,NA,NA,15811,0,22212,0
"533",2020-10-22,"MS","A+",3231,2926,8,305,6380,6380,695,0,NA,157,729544,0,NA,NA,NA,NA,68,113081,100465,958,0,95,NA,NA,NA,NA,97675,NA,0,842625,958,41053,72982,NA,NA,NA,0,827497,0
"534",2020-10-22,"MT","C",278,NA,3,NA,1091,1091,353,23,NA,NA,427206,3924,NA,NA,NA,NA,NA,25640,25640,928,0,NA,NA,NA,NA,NA,16266,NA,0,452846,4852,NA,NA,NA,NA,NA,0,452846,4852
"535",2020-10-22,"NC","A+",4082,4028,50,54,NA,NA,1205,0,NA,333,3474683,33232,NA,NA,NA,NA,NA,252992,243923,2400,0,NA,NA,NA,NA,NA,218541,NA,0,3727675,35632,NA,18776,NA,NA,NA,0,3718606,35363
"536",2020-10-22,"ND","B",338,333,10,5,1351,1351,276,27,282,38,242640,1209,9962,NA,NA,NA,NA,35052,35052,887,0,590,NA,NA,NA,NA,28271,760318,7823,760318,7823,10552,NA,NA,NA,277692,2096,790738,8252
"537",2020-10-22,"NE","A",576,NA,11,NA,2741,2741,400,35,NA,NA,494231,3718,NA,NA,763923,NA,NA,60308,60308,899,0,NA,NA,NA,NA,71719,39905,NA,0,836802,13898,NA,NA,NA,NA,554857,4618,836802,13898
"538",2020-10-22,"NH","B",470,NA,1,NA,765,765,18,2,246,NA,313179,4804,NA,NA,NA,NA,NA,9994,9994,77,0,NA,NA,NA,NA,NA,8692,NA,0,561032,8107,32710,NA,31879,NA,323173,4881,561032,8107
"539",2020-10-22,"NJ","B",16263,14474,18,1789,24517,24517,852,76,NA,187,4073227,32327,NA,NA,NA,NA,74,224385,224385,1162,0,NA,NA,NA,NA,NA,36213,NA,0,4297612,33489,NA,NA,NA,NA,NA,0,4297612,33489
"540",2020-10-22,"NM","B",953,NA,3,NA,4128,4128,213,49,NA,NA,1049773,10401,NA,NA,NA,NA,NA,39377,39377,662,0,NA,NA,NA,NA,NA,20562,NA,0,1089150,11063,NA,NA,NA,NA,NA,0,1089150,11063
"541",2020-10-22,"NV","A+",1736,NA,4,NA,NA,NA,520,0,NA,161,681242,3693,NA,NA,NA,NA,53,92853,92853,789,0,NA,NA,NA,NA,NA,NA,1175414,10000,1175414,10000,NA,NA,NA,NA,774095,4482,1154583,0
"542",2020-10-22,"NY","B",25694,NA,15,NA,89995,89995,986,0,NA,209,12842711,133713,NA,NA,NA,NA,106,490134,490134,1628,0,NA,NA,NA,NA,NA,78753,13332845,135341,13332845,135341,NA,NA,NA,NA,NA,0,NA,0
"543",2020-10-22,"OH","A+",5161,4850,12,311,17682,17682,1293,159,3657,345,3864695,41187,NA,NA,NA,NA,172,190430,179424,2425,0,NA,NA,NA,NA,NA,155181,NA,0,4055125,43612,NA,NA,NA,NA,NA,0,4044119,43513
"544",2020-10-22,"OK","A+",1221,NA,11,NA,8170,8170,910,93,NA,297,1378605,11235,NA,NA,1378605,NA,NA,112483,112483,1628,0,4635,NA,NA,NA,123241,96245,NA,0,1491088,12863,85717,NA,NA,NA,NA,0,1504068,12227
"545",2020-10-22,"OR","A+",646,NA,11,NA,3005,3005,194,16,NA,55,765191,5699,NA,NA,765191,NA,21,40810,38741,367,0,NA,NA,NA,NA,NA,5870,NA,0,806001,6066,NA,NA,NA,NA,803932,6034,NA,0
"546",2020-10-22,"PA","A+",8592,NA,30,NA,NA,NA,1042,0,NA,NA,2185079,17543,NA,NA,NA,NA,110,188360,180483,2063,0,NA,NA,NA,NA,NA,148804,NA,0,2373439,19606,NA,NA,NA,NA,2365562,19378,3714425,40722
"547",2020-10-22,"PR","B",783,596,9,187,NA,NA,395,0,NA,53,305972,0,NA,NA,303412,NA,44,29804,29804,87,0,29233,NA,NA,NA,7002,26253,NA,0,335776,87,NA,NA,NA,NA,NA,0,310546,0
"548",2020-10-22,"RI","A+",1173,NA,4,NA,3116,3116,140,25,NA,13,378708,3151,NA,NA,975904,NA,8,29594,29594,471,0,NA,NA,NA,NA,39816,2595,1015720,17160,1015720,17160,NA,NA,NA,NA,408302,3622,NA,0
"549",2020-10-22,"SC","A+",3755,3526,47,229,10102,10102,766,40,NA,185,1481866,14674,69308,NA,1432507,NA,91,167485,160384,1128,0,8314,14678,NA,NA,209743,84761,NA,0,1649351,15802,77622,90041,NA,NA,NA,0,1642250,15625
"550",2020-10-22,"SD","A",347,NA,14,NA,2277,2277,355,38,NA,NA,202429,1223,NA,NA,NA,NA,NA,36017,34977,973,0,NA,NA,NA,NA,NA,26397,NA,0,238446,2196,NA,NA,NA,NA,238446,2196,385147,4486
"551",2020-10-22,"TN","A+",3011,2872,41,139,9802,9802,1424,68,NA,388,3198427,18033,NA,NA,3151098,NA,167,237907,225658,2046,0,NA,11442,NA,NA,272987,212555,NA,0,3436334,20079,NA,81638,NA,NA,NA,0,3424085,19824
"552",2020-10-22,"TX","A",17286,NA,85,NA,NA,NA,4931,0,NA,1454,6687617,51552,NA,NA,NA,NA,NA,845100,845100,6291,0,43576,22170,NA,NA,NA,744283,NA,0,7532717,57843,459439,253395,NA,NA,NA,0,7532717,57843
"553",2020-10-22,"UT","A+",563,NA,6,NA,4880,4880,318,73,1050,110,876577,7691,NA,NA,1186599,409,NA,99549,99549,1543,0,NA,3944,NA,3768,106420,73586,NA,0,1293019,12708,NA,67628,NA,31854,972432,9424,1293019,12708
"554",2020-10-22,"VA","A+",3524,3274,9,250,20430,20430,1109,194,NA,218,2292638,18900,NA,NA,NA,NA,120,170104,159060,1332,0,NA,NA,NA,NA,189561,19321,2451698,19962,2451698,19962,NA,NA,NA,NA,NA,0,NA,0
"555",2020-10-22,"VI","D",21,21,0,NA,NA,NA,NA,0,NA,NA,21911,143,NA,NA,NA,NA,NA,1343,NA,6,0,NA,NA,NA,NA,NA,1303,NA,0,23254,149,NA,NA,NA,NA,NA,0,23288,115
"556",2020-10-22,"VT","B",58,58,0,NA,NA,NA,3,0,NA,NA,179690,967,NA,NA,NA,NA,NA,1987,1987,16,0,NA,NA,NA,NA,NA,1718,NA,0,367990,5084,NA,NA,NA,NA,181677,983,367990,5084
"557",2020-10-22,"WA","B",2286,2286,4,NA,8149,8149,318,25,NA,NA,2176579,22941,NA,NA,NA,NA,43,99874,99874,724,0,NA,NA,NA,NA,NA,NA,2276453,23665,2276453,23665,NA,NA,NA,NA,NA,0,NA,0
"558",2020-10-22,"WI","A+",1725,1703,23,22,9855,9855,1202,151,1386,324,1730646,12082,NA,NA,NA,NA,NA,195823,186100,3632,0,NA,NA,NA,NA,NA,145509,2965073,40867,2965073,40867,NA,NA,NA,NA,1916746,15495,NA,0
"559",2020-10-22,"WV","B",418,414,5,4,NA,NA,188,0,NA,63,684094,8231,NA,NA,NA,NA,21,21057,19907,323,0,NA,NA,NA,NA,NA,16166,NA,0,705151,8554,18849,NA,NA,NA,NA,0,704001,8474
"560",2020-10-22,"WY","B",68,NA,7,NA,373,373,81,0,NA,NA,111822,0,NA,NA,242722,NA,NA,10119,8537,271,0,NA,NA,NA,NA,11172,7220,NA,0,253894,4469,NA,NA,NA,NA,120127,0,253894,4469
"561",2020-10-21,"AK","A",68,68,1,NA,395,395,41,6,NA,NA,535460,391,NA,NA,535629,NA,8,11680,NA,224,0,NA,NA,NA,NA,11195,6751,NA,0,547140,615,NA,NA,NA,NA,NA,0,547140,615
"562",2020-10-21,"AL","A",2805,2633,0,172,19330,19330,863,249,1967,NA,1120507,7948,NA,NA,NA,1121,NA,174528,153016,0,0,NA,NA,NA,NA,NA,74439,NA,0,1273523,7948,NA,NA,62008,NA,NA,0,1273523,7948
"563",2020-10-21,"AR","A+",1751,1599,23,152,6526,6526,626,98,NA,241,1147353,10119,NA,NA,1147353,796,94,101596,95399,1155,0,NA,3300,NA,6891,NA,91317,NA,0,1242752,11100,NA,21856,NA,39902,NA,0,1242752,11100
"564",2020-10-21,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"565",2020-10-21,"AZ","A+",5854,5567,17,287,20820,20820,832,101,NA,171,1428792,9117,NA,NA,NA,NA,91,233912,228597,975,0,NA,NA,NA,NA,NA,38883,NA,0,1657389,10044,310123,NA,NA,NA,1657389,10044,NA,0
"566",2020-10-21,"CA","B",17027,NA,35,NA,NA,NA,3077,0,NA,763,16415355,100362,NA,NA,NA,NA,NA,877784,877784,3707,0,NA,NA,NA,NA,NA,NA,NA,0,17293139,104069,NA,NA,NA,NA,NA,0,17293139,104069
"567",2020-10-21,"CO","A",2066,NA,6,NA,8380,8380,532,48,NA,NA,1021394,7201,165390,NA,NA,NA,NA,88849,82558,1267,0,12616,NA,NA,NA,NA,7352,1742583,18545,1742583,18545,178006,NA,NA,NA,1103952,8231,NA,0
"568",2020-10-21,"CT","B",4567,3666,8,901,12043,12043,213,0,NA,NA,2005255,15448,NA,NA,NA,NA,NA,64871,62261,416,0,NA,NA,NA,NA,NA,9651,NA,0,2070126,15864,NA,NA,NA,NA,NA,0,2067516,15846
"569",2020-10-21,"DC","A+",642,NA,0,NA,NA,NA,96,0,NA,23,459945,2583,NA,NA,NA,NA,9,16498,NA,53,0,NA,NA,NA,NA,NA,12938,476443,2636,476443,2636,NA,NA,NA,NA,244181,882,NA,0
"570",2020-10-21,"DE","A+",670,589,2,81,NA,NA,99,0,NA,23,308105,704,NA,NA,NA,NA,NA,23375,22263,50,0,NA,NA,NA,NA,25687,12335,518758,3377,518758,3377,NA,NA,NA,NA,331480,754,NA,0
